Time	Watts	AveWatts	Volts	Amps	WattHrs	AveWttHrs	Cost	Avg_Kwh	Mo_Cost	Max_Wts	Max_Vlt	Max_Amp	Min_Wts	Min_Vlt	Min_Amp	Pwr_Fct	Dty_Cyc	Pwr_Cyc	Log_Start	Log_Stop	R1	R2
42145.48963156	140.20	130.46	223.700	0.589	252.20	248.88	0.000	82.62	0.000	141.20	0.00	0.000	129.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.48986299	133.80	130.76	223.500	0.556	253.00	249.25	0.000	82.65	0.000	140.20	0.00	0.000	130.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49009461	134.10	131.04	223.500	0.530	253.70	249.63	0.000	82.69	0.000	139.60	0.00	0.000	132.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49032605	133.70	131.25	222.700	0.558	254.40	249.99	0.000	82.72	0.000	134.20	0.00	0.000	133.00	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49055758	134.80	131.50	222.500	0.581	255.20	250.36	0.000	82.75	0.000	145.90	0.00	0.000	132.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49078910	134.10	131.67	221.500	0.550	255.90	250.73	0.000	82.79	0.000	136.30	0.00	0.000	128.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49102061	130.50	131.60	221.700	0.546	256.70	251.11	0.000	82.82	0.000	139.90	0.00	0.000	130.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49125211	133.70	131.72	222.300	0.525	257.40	251.48	0.000	82.86	0.000	140.90	0.00	0.000	130.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49148361	133.20	131.81	223.200	0.528	258.10	251.84	0.000	82.89	0.000	138.00	0.00	0.000	126.40	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49171507	133.90	131.92	223.500	0.556	258.90	252.22	0.000	82.92	0.000	141.40	0.00	0.000	132.80	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49194661	134.40	132.04	223.100	0.558	259.60	252.58	0.000	82.95	0.000	134.70	0.00	0.000	133.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49217818	137.10	132.28	222.700	0.583	260.40	252.96	0.000	82.99	0.000	140.00	0.00	0.000	129.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49240973	132.10	132.27	222.900	0.560	261.10	253.33	0.000	83.02	0.000	140.60	0.00	0.000	128.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49264111	131.40	132.23	222.400	0.538	261.90	253.70	0.000	83.05	0.000	137.80	0.00	0.000	130.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49287264	134.60	132.33	222.900	0.560	262.60	254.07	0.000	83.08	0.000	139.30	0.00	0.000	126.40	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49310417	130.60	132.26	222.400	0.551	263.40	254.44	0.000	83.12	0.000	139.70	0.00	0.000	127.40	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49333559	134.10	132.33	222.900	0.572	264.10	254.82	0.000	83.15	0.000	138.70	0.00	0.000	128.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49356719	136.60	132.49	222.200	0.592	264.90	255.19	0.000	83.18	0.000	137.00	0.00	0.000	128.60	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49379858	117.00	131.94	223.500	0.477	265.60	255.56	0.000	83.21	0.000	138.10	0.00	0.000	117.00	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49403002	113.60	131.31	223.000	0.481	266.20	255.93	0.000	83.20	0.000	120.20	0.00	0.000	113.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49426155	138.90	131.56	222.700	0.565	266.90	256.29	0.000	83.21	0.000	161.40	0.00	0.000	111.80	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49449304	134.40	132.41	222.600	0.535	267.60	257.03	0.000	83.24	0.000	142.10	0.00	0.000	128.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49472443	132.50	132.34	222.600	0.522	268.40	257.76	0.000	83.27	0.000	141.60	0.00	0.000	126.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49495593	117.00	132.11	222.700	0.514	269.00	258.50	0.000	83.29	0.000	133.00	0.00	0.000	116.90	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49518731	113.60	131.38	222.100	0.441	269.70	259.23	0.000	83.28	0.000	117.00	0.00	0.000	113.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49541872	124.80	131.20	221.700	0.515	270.30	259.95	0.000	83.29	0.000	155.90	0.00	0.000	112.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49565028	123.50	130.94	221.800	0.582	271.10	260.68	0.000	83.32	0.000	140.50	0.00	0.000	123.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
